Scala#2,10000,250,{ (-1.72;1.2) ; (1.0;-1.2) },3958565
Scala#1,10000,250,{ (-0.7;0.0) ; (0.3;-1.0) },10543478
Scala#2,10000,250,{ (-0.7;0.0) ; (0.3;-1.0) },9386086
Scala#1,10000,250,{ (-0.4;-0.5) ; (0.1;-1.0) },7705311
Scala#2,10000,250,{ (-0.4;-0.5) ; (0.1;-1.0) },6830056
Scala#1,10000,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },5182084
Scala#2,10000,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },4409528
Scala#1,10000,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },6725895
Scala#2,10000,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },6213304
Scala#1,10000,1000,{ (-1.72;1.2) ; (1.0;-1.2) },19926426
Scala#2,10000,1000,{ (-1.72;1.2) ; (1.0;-1.2) },13992131
Scala#1,10000,1000,{ (-0.7;0.0) ; (0.3;-1.0) },53552406
Scala#2,10000,1000,{ (-0.7;0.0) ; (0.3;-1.0) },35651036
Scala#1,10000,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },30255581
Scala#2,10000,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },23787030
Scala#1,10000,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },16233852
Scala#2,10000,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },12947928
Scala#1,10000,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },15565157
Scala#2,10000,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },11414418
Scala#1,10000,2000,{ (-1.72;1.2) ; (1.0;-1.2) },37600254
Scala#2,10000,2000,{ (-1.72;1.2) ; (1.0;-1.2) },28795889
Scala#1,10000,2000,{ (-0.7;0.0) ; (0.3;-1.0) },80523345
Scala#2,10000,2000,{ (-0.7;0.0) ; (0.3;-1.0) },70449364
Scala#1,10000,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },55713400
Scala#2,10000,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },47298086
Scala#1,10000,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },30771659
